class,species,tt_key,match_route
Amphibia,Theloderma corticale,Theloderma corticale,direct
Amphibia,Theloderma gordoni,Theloderma gordoni,direct
Amphibia,Theloderma lateriticum,Theloderma lateriticum,direct
Amphibia,Theloderma moloch,Theloderma moloch,direct
Amphibia,Theloderma petilum,Philautus petilus,iucn_binomial
Amphibia,Theloderma pyaukkya,,
Amphibia,Theloderma rhododiscus,Theloderma rhododiscus,direct
Amphibia,Tylototriton anguliceps,,
Amphibia,Tylototriton asperrimus,Tylototriton asperrimus,direct
Amphibia,Tylototriton broadoridgus,Tylototriton broadoridgus,direct
Amphibia,Tylototriton dabienicus,Tylototriton dabienicus,direct
Amphibia,Tylototriton hainanensis,Tylototriton hainanensis,direct
Amphibia,Tylototriton kweichowensis,Tylototriton kweichowensis,direct
Amphibia,Tylototriton liuyangensis,,
Amphibia,Tylototriton lizhenchangi,Tylototriton lizhenchangi,direct
Amphibia,Tylototriton panwaensis,,
Amphibia,Tylototriton pseudoverrucosus,Tylototriton pseudoverrucosus,direct
Amphibia,Tylototriton shanjing,Tylototriton shanjing,direct
Amphibia,Tylototriton taliangensis,Tylototriton taliangensis,direct
Amphibia,Tylototriton verrucosus,Tylototriton verrucosus,direct
Amphibia,Tylototriton wenxianensis,Tylototriton wenxianensis,direct
Amphibia,Tylototriton yangi,Tylototriton yangi,direct
Amphibia,Tylototriton ziegleri,Tylototriton ziegleri,direct
Amphibia,Uperodon assamensis,Kaloula assamensis,iucn_binomial
Amphibia,Uperodon globulosus,Uperodon globulosus,direct
Amphibia,Zhangixalus amamiensis,,
Amphibia,Zhangixalus arvalis,Rhacophorus arvalis,iucn_binomial
Amphibia,Zhangixalus aurantiventris,Rhacophorus aurantiventris,iucn_binomial
Amphibia,Zhangixalus burmanus,,
Amphibia,Zhangixalus chenfui,Rhacophorus chenfui,iucn_binomial
Amphibia,Zhangixalus dennysi,Rhacophorus dennysi,iucn_binomial
Amphibia,Zhangixalus dorsoviridis,Rhacophorus dorsoviridis,iucn_binomial
Amphibia,Zhangixalus duboisi,Rhacophorus duboisi,iucn_binomial
Amphibia,Zhangixalus dugritei,Rhacophorus dugritei,iucn_binomial
Amphibia,Zhangixalus feae,Rhacophorus feae,iucn_binomial
Amphibia,Zhangixalus franki,,
Amphibia,Zhangixalus hongchibaensis,Rhacophorus hongchibaensis,iucn_binomial
Amphibia,Zhangixalus hui,Polypedates hui,iucn_binomial
Amphibia,Zhangixalus hungfuensis,Rhacophorus hungfuensis,iucn_binomial
Amphibia,Zhangixalus leucofasciatus,,
Amphibia,Zhangixalus minimus,Rhacophorus minimus,iucn_binomial
Amphibia,Zhangixalus moltrechti,Rhacophorus moltrechti,iucn_binomial
Amphibia,Zhangixalus nigropunctatus,Rhacophorus nigropunctatus,iucn_binomial
Amphibia,Zhangixalus omeimontis,Rhacophorus omeimontis,iucn_binomial
Amphibia,Zhangixalus pinglongensis,,
Amphibia,Zhangixalus prasinatus,Rhacophorus prasinatus,iucn_binomial
Amphibia,Zhangixalus puerensis,Rhacophorus puerensis,iucn_binomial
Amphibia,Zhangixalus smaragdinus,Rhacophorus maximus,iucn_binomial
Amphibia,Zhangixalus suffry,Rhacophorus suffry,iucn_binomial
Amphibia,Zhangixalus taipeianus,Rhacophorus taipeianus,iucn_binomial
Amphibia,Zhangixalus yaoshanensis,Polypedates yaoshanensis,iucn_binomial
Amphibia,Zhangixalus yinggelingensis,Rhacophorus yinggelingensis,iucn_binomial
Amphibia,Zhangixalus zhoukaiyae,,
Aves,Arborophila torqueola,Arborophila torqueola,direct
Aves,Arborophila rufipectus,Arborophila rufipectus,direct
Aves,Arborophila rufogularis,Arborophila rufogularis,direct
Aves,Arborophila gingica,Arborophila gingica,direct
Aves,Arborophila atrogularis,Arborophila atrogularis,direct
Aves,Arborophila brunneopectus,Arborophila brunneopectus,direct
Aves,Arborophila crudigularis,Arborophila crudigularis,direct
Aves,Arborophila ardens,Arborophila ardens,direct
Aves,Tropicoperdix chloropus,Arborophila chloropus,iucn_binomial
Aves,Bonasa bonasia,Bonasa bonasia,direct
Aves,Bonasa sewerzowi,Bonasa sewerzowi,direct
Aves,Tetrao urogallus,Tetrao urogallus,direct
Aves,Tetrao urogalloides,Tetrao parvirostris,iucn_binomial
Aves,Lagopus lagopus,Lagopus lagopus,direct
Aves,Lagopus muta,Lagopus muta,direct
Aves,Lerwa lerwa,Lerwa lerwa,direct
Aves,Tetraophasis obscurus,Tetraophasis obscurus,direct
Aves,Tetraophasis szechenyii,Tetraophasis szechenyii,direct
Aves,Tetraogallus himalayensis,Tetraogallus himalayensis,direct
Aves,Tetraogallus tibetanus,Tetraogallus tibetanus,direct
Aves,Tetraogallus altaicus,Tetraogallus altaicus,direct
Aves,Alectoris chukar,Alectoris chukar,direct
Aves,Alectoris magna,Alectoris magna,direct
Aves,Francolinus pintadeanus,Francolinus pintadeanus,direct
Aves,Perdix perdix,Perdix perdix,direct
Aves,Perdix dauurica,Perdix dauurica,direct
Aves,Perdix hodgsoniae,Perdix hodgsoniae,direct
Aves,Coturnix coturnix,Coturnix coturnix,direct
Aves,Coturnix japonica,Coturnix japonica,direct
Aves,Synoicus chinensis,Coturnix chinensis,iucn_binomial
Aves,Bambusicola fytchii,Bambusicola fytchii,direct
Aves,Ithaginis cruentus,Ithaginis cruentus,direct
Aves,Tragopan satyra,Tragopan satyra,direct
Aves,Tragopan temminckii,Tragopan temminckii,direct
Aves,Tragopan caboti,Tragopan caboti,direct
Aves,Pucrasia macrolopha,Pucrasia macrolopha,direct
Aves,Lophophorus impejanus,Lophophorus impejanus,direct
Aves,Lophophorus sclateri,Lophophorus sclateri,direct
Aves,Lophophorus lhuysii,Lophophorus lhuysii,direct
Aves,Gallus gallus,Gallus gallus,direct
Aves,Lophura leucomelanos,Lophura leucomelanos,direct
Aves,Lophura nycthemera,Lophura nycthemera,direct
Aves,Lophura swinhoii,Lophura swinhoii,direct
Aves,Crossoptilon harmani,Crossoptilon harmani,direct
Aves,Crossoptilon crossoptilon,Crossoptilon crossoptilon,direct
Aves,Crossoptilon mantchuricum,Crossoptilon mantchuricum,direct
Aves,Crossoptilon auritum,Crossoptilon auritum,direct
Aves,Syrmaticus ellioti,Syrmaticus ellioti,direct
Aves,Syrmaticus humiae,Syrmaticus humiae,direct
Aves,Syrmaticus mikado,Syrmaticus mikado,direct
Aves,Syrmaticus reevesii,Syrmaticus reevesii,direct
Aves,Phasianus colchicus,Phasianus colchicus,direct
Aves,Chrysolophus pictus,Chrysolophus pictus,direct
Aves,Chrysolophus amherstiae,Chrysolophus amherstiae,direct
Aves,Polyplectron bicalcaratum,Polyplectron bicalcaratum,direct
Aves,Polyplectron katsumatae,Polyplectron katsumatae,direct
Aves,Pavo muticus,Pavo muticus,direct
Aves,Arborophila mandellii,Arborophila mandellii,direct
Aves,Dendrocygna javanica,Dendrocygna javanica,direct
Aves,Anser fabalis,Anser fabalis,direct
Aves,Anser anser,Anser anser,direct
Aves,Anser indicus,Anser indicus,direct
Aves,Cygnus olor,Cygnus olor,direct
Aves,Cygnus cygnus,Cygnus cygnus,direct
Aves,Tadorna tadorna,Tadorna tadorna,direct
Aves,Tadorna ferruginea,Tadorna ferruginea,direct
Aves,Aix galericulata,Aix galericulata,direct
Aves,Nettapus coromandelianus,Nettapus coromandelianus,direct
Aves,Mareca strepera,Anas strepera,iucn_binomial
Aves,Mareca falcata,Anas falcata,iucn_binomial
Aves,Mareca penelope,Anas penelope,iucn_binomial
Aves,Anas platyrhynchos,Anas platyrhynchos,direct
Aves,Anas acuta,Anas acuta,direct
Aves,Spatula querquedula,Anas querquedula,iucn_binomial
Aves,Anas crecca,Anas crecca,direct
Aves,Spatula clypeata,Anas clypeata,iucn_binomial
Aves,Netta rufina,Netta rufina,direct
Aves,Aythya ferina,Aythya ferina,direct
Aves,Aythya nyroca,Aythya nyroca,direct
Aves,Aythya baeri,Aythya baeri,direct
Aves,Aythya fuligula,Aythya fuligula,direct
Aves,Bucephala clangula,Bucephala clangula,direct
Aves,Mergellus albellus,Mergellus albellus,direct
Aves,Mergus serrator,Mergus serrator,direct
Aves,Mergus squamatus,Mergus squamatus,direct
Aves,Oxyura leucocephala,Oxyura leucocephala,direct
Aves,Mergus merganser,Mergus merganser,direct
Aves,Tachybaptus ruficollis,Tachybaptus ruficollis,direct
Aves,Podiceps grisegena,Podiceps grisegena,direct
Aves,Podiceps cristatus,Podiceps cristatus,direct
Aves,Podiceps auritus,Podiceps auritus,direct
Aves,Podiceps nigricollis,Podiceps nigricollis,direct
Aves,Columba livia,Columba livia,direct
Aves,Columba rupestris,Columba rupestris,direct
Aves,Columba leuconota,Columba leuconota,direct
Aves,Columba oenas,Columba oenas,direct
Aves,Columba palumbus,Columba palumbus,direct
Aves,Columba hodgsonii,Columba hodgsonii,direct
Aves,Columba pulchricollis,Columba pulchricollis,direct
Aves,Columba punicea,Columba punicea,direct
Aves,Streptopelia turtur,Streptopelia turtur,direct
Aves,Streptopelia orientalis,Streptopelia orientalis,direct
Aves,Streptopelia tranquebarica,Streptopelia tranquebarica,direct
Aves,Streptopelia decaocto,Streptopelia decaocto,direct
Aves,Macropygia unchall,Macropygia unchall,direct
Aves,Macropygia ruficeps,Macropygia ruficeps,direct
Aves,Chalcophaps indica,Chalcophaps indica,direct
Aves,Treron curvirostra,Treron curvirostra,direct
Aves,Treron phoenicopterus,Treron phoenicopterus,direct
Aves,Treron apicauda,Treron apicauda,direct
Aves,Treron sphenurus,Treron sphenurus,direct
Aves,Treron sieboldii,Treron sieboldii,direct
Aves,Treron formosae,Treron formosae,direct
Aves,Ramphiculus leclancheri,Ptilinopus leclancheri,iucn_binomial
Aves,Ducula aenea,Ducula aenea,direct
Aves,Ducula badia,Ducula badia,direct
Aves,Syrrhaptes tibetanus,Syrrhaptes tibetanus,direct
Aves,Syrrhaptes paradoxus,Syrrhaptes paradoxus,direct
Aves,Pterocles orientalis,Pterocles orientalis,direct
Aves,Caprimulgus europaeus,Caprimulgus europaeus,direct
Aves,Hemiprocne coronata,Hemiprocne coronata,direct
Aves,Hirundapus caudacutus,Hirundapus caudacutus,direct
Aves,Hirundapus cochinchinensis,Hirundapus cochinchinensis,direct
Aves,Cypsiurus balasiensis,Cypsiurus balasiensis,direct
Aves,Apus apus,Apus apus,direct
Aves,Apus pacificus,Apus pacificus,direct
Aves,Apus nipalensis,Apus nipalensis,direct
Aves,Centropus sinensis,Centropus sinensis,direct
Aves,Centropus bengalensis,Centropus bengalensis,direct
Aves,Phaenicophaeus tristis,Phaenicophaeus tristis,direct
Aves,Clamator jacobinus,Clamator jacobinus,direct
Aves,Clamator coromandus,Clamator coromandus,direct
Aves,Chrysococcyx maculatus,Chrysococcyx maculatus,direct
Aves,Eudynamys scolopaceus,Eudynamys scolopaceus,direct
Aves,Cacomantis sonneratii,Cacomantis sonneratii,direct
Aves,Chrysococcyx xanthorhynchus,Chrysococcyx xanthorhynchus,direct
Aves,Cacomantis merulinus,Cacomantis merulinus,direct
Aves,Hierococcyx sparverioides,Cuculus sparverioides,gbif_backbone
Aves,Cuculus poliocephalus,Cuculus poliocephalus,direct
Aves,Cuculus micropterus,Cuculus micropterus,direct
Aves,Cuculus canorus,Cuculus canorus,direct
Aves,Cuculus saturatus,Cuculus saturatus,direct
Aves,Otis tarda,Otis tarda,direct
Aves,Coturnicops exquisitus,Coturnicops exquisitus,direct
Aves,Rallina eurizonoides,Rallina eurizonoides,direct
Aves,Lewinia striata,Gallirallus striatus,iucn_binomial
Aves,Crex crex,Crex crex,direct
Aves,Porzana porzana,Porzana porzana,direct
Aves,Zapornia akool,Amaurornis akool,iucn_binomial
Aves,Zapornia parva,Porzana parva,iucn_binomial
Aves,Zapornia pusilla,Porzana pusilla,iucn_binomial
Aves,Zapornia fusca,Porzana fusca,iucn_binomial
Aves,Zapornia paykullii,Porzana paykullii,iucn_binomial
Aves,Gallicrex cinerea,Gallicrex cinerea,direct
Aves,Porphyrio porphyrio,Porphyrio porphyrio,direct
Aves,Gallinula chloropus,Gallinula chloropus,direct
Aves,Fulica atra,Fulica atra,direct
Aves,Amaurornis phoenicurus,Amaurornis phoenicurus,direct
Aves,Grus antigone,Grus antigone,direct
Aves,Grus vipio,Grus vipio,direct
Aves,Grus grus,Grus grus,direct
Aves,Grus japonensis,Grus japonensis,direct
Aves,Grus monacha,Grus monacha,direct
Aves,Grus nigricollis,Grus nigricollis,direct
Aves,Burhinus oedicnemus,Burhinus oedicnemus,direct
Aves,Esacus recurvirostris,Esacus recurvirostris,direct
Aves,Haematopus ostralegus,Haematopus ostralegus,direct
Aves,Ibidorhyncha struthersii,Ibidorhyncha struthersii,direct
Aves,Himantopus himantopus,Himantopus himantopus,direct
Aves,Recurvirostra avosetta,Recurvirostra avosetta,direct
Aves,Vanellus vanellus,Vanellus vanellus,direct
Aves,Vanellus duvaucelii,Vanellus duvaucelii,direct
Aves,Vanellus cinereus,Vanellus cinereus,direct
Aves,Charadrius placidus,Charadrius placidus,direct
Aves,Charadrius dubius,Charadrius dubius,direct
Aves,Charadrius mongolus,Charadrius mongolus,direct
Aves,Charadrius leschenaultii,Charadrius leschenaultii,direct
Aves,Charadrius veredus,Charadrius veredus,direct
Aves,Rostratula benghalensis,Rostratula benghalensis,direct
Aves,Hydrophasianus chirurgus,Hydrophasianus chirurgus,direct
Aves,Scolopax rusticola,Scolopax rusticola,direct
Aves,Gallinago solitaria,Gallinago solitaria,direct
Aves,Gallinago nemoricola,Gallinago nemoricola,direct
Aves,Gallinago gallinago,Gallinago gallinago,direct
Aves,Limnodromus semipalmatus,Limnodromus semipalmatus,direct
Aves,Limosa limosa,Limosa limosa,direct
Aves,Numenius arquata,Numenius arquata,direct
Aves,Numenius madagascariensis,Numenius madagascariensis,direct
Aves,Tringa totanus,Tringa totanus,direct
Aves,Tringa stagnatilis,Tringa stagnatilis,direct
Aves,Tringa nebularia,Tringa nebularia,direct
Aves,Tringa ochropus,Tringa ochropus,direct
Aves,Tringa glareola,Tringa glareola,direct
Aves,Xenus cinereus,Xenus cinereus,direct
Aves,Actitis hypoleucos,Actitis hypoleucos,direct
Aves,Gallinago stenura,Gallinago stenura,direct
Aves,Turnix sylvaticus,Turnix sylvaticus,direct
Aves,Turnix tanki,Turnix tanki,direct
Aves,Turnix suscitator,Turnix suscitator,direct
Aves,Glareola pratincola,Glareola pratincola,direct
Aves,Glareola maldivarum,Glareola maldivarum,direct
Aves,Glareola lactea,Glareola lactea,direct
Aves,Ciconia nigra,Ciconia nigra,direct
Aves,Ciconia ciconia,Ciconia ciconia,direct
Aves,Ciconia boyciana,Ciconia boyciana,direct
Aves,Threskiornis melanocephalus,Threskiornis melanocephalus,direct
Aves,Nipponia nippon,Nipponia nippon,direct
Aves,Platalea leucorodia,Platalea leucorodia,direct
Aves,Platalea minor,Platalea minor,direct
Aves,Oroanassa magnifica,Gorsachius magnificus,iucn_binomial
Aves,Gorsachius melanolophus,Gorsachius melanolophus,direct
Aves,Ixobrychus minutus,Ixobrychus minutus,direct
Aves,Ixobrychus sinensis,Ixobrychus sinensis,direct
Aves,Ixobrychus eurhythmus,Ixobrychus eurhythmus,direct
Aves,Ixobrychus cinnamomeus,Ixobrychus cinnamomeus,direct
Aves,Ixobrychus flavicollis,Ixobrychus flavicollis,direct
Aves,Botaurus stellaris,Botaurus stellaris,direct
Aves,Ardea cinerea,Ardea cinerea,direct
Aves,Ardea purpurea,Ardea purpurea,direct
Aves,Bubulcus ibis,Bubulcus ibis,direct
Aves,Ardeola bacchus,Ardeola bacchus,direct
Aves,Butorides striata,Butorides striata,direct
Aves,Nycticorax nycticorax,Nycticorax nycticorax,direct
Aves,Egretta garzetta,Egretta garzetta,direct
Aves,Egretta eulophotes,Egretta eulophotes,direct
Aves,Egretta sacra,Egretta sacra,direct
Aves,Pandion haliaetus,Pandion haliaetus,direct
Aves,Elanus caeruleus,Elanus caeruleus,direct
Aves,Gypaetus barbatus,Gypaetus barbatus,direct
Aves,Aviceda jerdoni,Aviceda jerdoni,direct
Aves,Aviceda leuphotes,Aviceda leuphotes,direct
Aves,Gyps fulvus,Gyps fulvus,direct
Aves,Sarcogyps calvus,Sarcogyps calvus,direct
Aves,Gyps himalayensis,Gyps himalayensis,direct
Aves,Aegypius monachus,Aegypius monachus,direct
Aves,Circaetus gallicus,Circaetus gallicus,direct
Aves,Spilornis cheela,Spilornis cheela,direct
Aves,Lophotriorchis kienerii,Lophotriorchis kienerii,direct
Aves,Nisaetus nipalensis,Nisaetus nipalensis,direct
Aves,Clanga clanga,Aquila clanga,iucn_binomial
Aves,Aquila nipalensis,Aquila nipalensis,direct
Aves,Hieraaetus pennatus,Hieraaetus pennatus,direct
Aves,Aquila heliaca,Aquila heliaca,direct
Aves,Aquila chrysaetos,Aquila chrysaetos,direct
Aves,Accipiter trivirgatus,Accipiter trivirgatus,direct
Aves,Accipiter badius,Accipiter badius,direct
Aves,Accipiter soloensis,Accipiter soloensis,direct
Aves,Accipiter gularis,Accipiter gularis,direct
Aves,Accipiter virgatus,Accipiter virgatus,direct
Aves,Accipiter nisus,Accipiter nisus,direct
Aves,Accipiter gentilis,Accipiter gentilis,direct
Aves,Circus aeruginosus,Circus aeruginosus,direct
Aves,Circus spilonotus,Circus spilonotus,direct
Aves,Circus cyaneus,Circus cyaneus,direct
Aves,Circus macrourus,Circus macrourus,direct
Aves,Circus melanoleucos,Circus melanoleucos,direct
Aves,Circus pygargus,Circus pygargus,direct
Aves,Milvus migrans,Milvus migrans,direct
Aves,Haliastur indus,Haliastur indus,direct
Aves,Haliaeetus leucogaster,Haliaeetus leucogaster,direct
Aves,Haliaeetus leucoryphus,Haliaeetus leucoryphus,direct
Aves,Haliaeetus albicilla,Haliaeetus albicilla,direct
Aves,Butastur indicus,Butastur indicus,direct
Aves,Buteo rufinus,Buteo rufinus,direct
Aves,Buteo hemilasius,Buteo hemilasius,direct
Aves,Otus spilocephalus,Otus spilocephalus,direct
Aves,Otus scops,Otus scops,direct
Aves,Otus sunia,Otus sunia,direct
Aves,Otus lettia,Otus lettia,direct
Aves,Bubo bubo,Bubo bubo,direct
Aves,Bubo nipalensis,Bubo nipalensis,direct
Aves,Bubo blakistoni,Ketupa blakistoni,iucn_binomial
Aves,Ketupa zeylonensis,Ketupa zeylonensis,direct
Aves,Ketupa flavipes,Ketupa flavipes,direct
Aves,Strix leptogrammica,Strix leptogrammica,direct
Aves,Strix uralensis,Strix uralensis,direct
Aves,Strix nebulosa,Strix nebulosa,direct
Aves,Surnia ulula,Surnia ulula,direct
Aves,Glaucidium passerinum,Glaucidium passerinum,direct
Aves,Glaucidium brodiei,Glaucidium brodiei,direct
Aves,Glaucidium cuculoides,Glaucidium cuculoides,direct
Aves,Athene noctua,Athene noctua,direct
Aves,Aegolius funereus,Aegolius funereus,direct
Aves,Asio otus,Asio otus,direct
Aves,Asio flammeus,Asio flammeus,direct
Aves,Tyto alba,Tyto alba,direct
Aves,Phodilus badius,Phodilus badius,direct
Aves,Harpactes oreskios,Harpactes oreskios,direct
Aves,Harpactes erythrocephalus,Harpactes erythrocephalus,direct
Aves,Harpactes wardi,Harpactes wardi,direct
Aves,Anorrhinus austeni,Anorrhinus austeni,direct
Aves,Aceros nipalensis,Aceros nipalensis,direct
Aves,Anthracoceros albirostris,Anthracoceros albirostris,direct
Aves,Buceros bicornis,Buceros bicornis,direct
Aves,Upupa epops,Upupa epops,direct
Aves,Nyctyornis athertoni,Nyctyornis athertoni,direct
Aves,Merops orientalis,Merops orientalis,direct
Aves,Merops viridis,Merops viridis,direct
Aves,Merops philippinus,Merops philippinus,direct
Aves,Merops leschenaulti,Merops leschenaulti,direct
Aves,Merops apiaster,Merops apiaster,direct
Aves,Coracias garrulus,Coracias garrulus,direct
Aves,Coracias affinis,,
Aves,Eurystomus orientalis,Eurystomus orientalis,direct
Aves,Halcyon pileata,Halcyon pileata,direct
Aves,Halcyon smyrnensis,Halcyon smyrnensis,direct
Aves,Alcedo atthis,Alcedo atthis,direct
Aves,Alcedo meninting,Alcedo meninting,direct
Aves,Alcedo hercules,Alcedo hercules,direct
Aves,Megaceryle lugubris,Megaceryle lugubris,direct
Aves,Ceryle rudis,Ceryle rudis,direct
Aves,Psilopogon faber,Megalaima faber,iucn_binomial
Aves,Indicator xanthonotus,Indicator xanthonotus,direct
Aves,Jynx torquilla,Jynx torquilla,direct
Aves,Picumnus innominatus,Picumnus innominatus,direct
Aves,Sasia ochracea,Sasia ochracea,direct
Aves,Picoides canicapillus,Dendrocopos canicapillus,iucn_binomial
Aves,Picoides kizuki,Dendrocopos kizuki,iucn_binomial
Aves,Dryobates minor,Dendrocopos minor,iucn_binomial
Aves,Dendrocopos hyperythrus,Dendrocopos hyperythrus,direct
Aves,Dryobates cathpharius,,
Aves,Dendrocopos darjellensis,Dendrocopos darjellensis,direct
Aves,Dendrocopos leucotos,Dendrocopos leucotos,direct
Aves,Dendrocopos leucopterus,Dendrocopos leucopterus,direct
Aves,Dendrocopos major,Dendrocopos major,direct
Aves,Picus chlorolophus,Picus chlorolophus,direct
Aves,Dryocopus javensis,Dryocopus javensis,direct
Aves,Dryocopus martius,Dryocopus martius,direct
Aves,Chrysophlegma flavinucha,Picus flavinucha,iucn_binomial
Aves,Gecinulus grantia,Gecinulus grantia,direct
Aves,Blythipicus pyrrhotis,Blythipicus pyrrhotis,direct
Aves,Micropternus brachyurus,Celeus brachyurus,iucn_binomial
Aves,Microhierax caerulescens,Microhierax caerulescens,direct
Aves,Microhierax melanoleucos,Microhierax melanoleucos,direct
Aves,Falco naumanni,Falco naumanni,direct
Aves,Falco tinnunculus,Falco tinnunculus,direct
Aves,Falco vespertinus,Falco vespertinus,direct
Aves,Falco amurensis,Falco amurensis,direct
Aves,Falco columbarius,Falco columbarius,direct
Aves,Falco subbuteo,Falco subbuteo,direct
Aves,Falco cherrug,Falco cherrug,direct
Aves,Falco peregrinus,Falco peregrinus,direct
Aves,Psittacula derbiana,Psittacula derbiana,direct
Aves,Psittacula alexandri,Psittacula alexandri,direct
Aves,Hydrornis phayrei,Pitta phayrei,iucn_binomial
Aves,Hydrornis nipalensis,Pitta nipalensis,iucn_binomial
Aves,Hydrornis soror,Pitta soror,iucn_binomial
Aves,Hydrornis oatesi,Pitta oatesi,iucn_binomial
Aves,Pitta sordida,Pitta sordida,direct
Aves,Pitta nympha,Pitta nympha,direct
Aves,Serilophus lunatus,Serilophus lunatus,direct
Aves,Psarisomus dalhousiae,Psarisomus dalhousiae,direct
Aves,Oriolus oriolus,Oriolus oriolus,direct
Aves,Oriolus chinensis,Oriolus chinensis,direct
Aves,Oriolus traillii,Oriolus traillii,direct
Aves,Oriolus mellianus,Oriolus mellianus,direct
Aves,Erpornis zantholeuca,Erpornis zantholeuca,direct
Aves,Pteruthius aeralatus,,
Aves,Pteruthius xanthochlorus,Pteruthius xanthochlorus,direct
Aves,Coracina javensis,Coracina javensis,direct
Aves,Lalage melaschistos,Coracina melaschistos,iucn_binomial
Aves,Pericrocotus roseus,Pericrocotus roseus,direct
Aves,Pericrocotus cantonensis,Pericrocotus cantonensis,direct
Aves,Pericrocotus divaricatus,Pericrocotus divaricatus,direct
Aves,Pericrocotus solaris,Pericrocotus solaris,direct
Aves,Pericrocotus ethologus,Pericrocotus ethologus,direct
Aves,Pericrocotus brevirostris,Pericrocotus brevirostris,direct
Aves,Pericrocotus flammeus,Pericrocotus flammeus,direct
Aves,Artamus fuscus,Artamus fuscus,direct
Aves,Tephrodornis virgatus,Tephrodornis gularis,iucn_binomial
Aves,Aegithina tiphia,Aegithina tiphia,direct
Aves,Aegithina lafresnayei,Aegithina lafresnayei,direct
Aves,Rhipidura albicollis,Rhipidura albicollis,direct
Aves,Rhipidura aureola,Rhipidura aureola,direct
Aves,Dicrurus macrocercus,Dicrurus macrocercus,direct
Aves,Dicrurus leucophaeus,Dicrurus leucophaeus,direct
Aves,Dicrurus aeneus,Dicrurus aeneus,direct
Aves,Dicrurus remifer,Dicrurus remifer,direct
Aves,Dicrurus hottentottus,Dicrurus hottentottus,direct
Aves,Dicrurus paradiseus,Dicrurus paradiseus,direct
Aves,Hypothymis azurea,Hypothymis azurea,direct
Aves,Terpsiphone atrocaudata,Terpsiphone atrocaudata,direct
Aves,Lanius tigrinus,Lanius tigrinus,direct
Aves,Lanius bucephalus,Lanius bucephalus,direct
Aves,Lanius collurio,Lanius collurio,direct
Aves,Lanius cristatus,Lanius cristatus,direct
Aves,Lanius collurioides,Lanius collurioides,direct
Aves,Lanius schach,Lanius schach,direct
Aves,Lanius tephronotus,Lanius tephronotus,direct
Aves,Lanius minor,Lanius minor,direct
Aves,Perisoreus infaustus,Perisoreus infaustus,direct
Aves,Perisoreus internigrans,Perisoreus internigrans,direct
Aves,Cyanopica cyanus,Cyanopica cyanus,direct
Aves,Urocissa caerulea,Urocissa caerulea,direct
Aves,Urocissa flavirostris,Urocissa flavirostris,direct
Aves,Urocissa erythroryncha,Urocissa erythrorhyncha,iucn_binomial
Aves,Cissa chinensis,Cissa chinensis,direct
Aves,Cissa hypoleuca,Cissa hypoleuca,direct
Aves,Dendrocitta formosae,Dendrocitta formosae,direct
Aves,Dendrocitta frontalis,Dendrocitta frontalis,direct
Aves,Pica pica,Pica pica,direct
Aves,Podoces hendersoni,Podoces hendersoni,direct
Aves,Podoces biddulphi,Podoces biddulphi,direct
Aves,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,direct
Aves,Pyrrhocorax graculus,Pyrrhocorax graculus,direct
Aves,Corvus monedula,Corvus monedula,direct
Aves,Corvus dauuricus,Corvus dauuricus,direct
Aves,Corvus splendens,Corvus splendens,direct
Aves,Corvus frugilegus,Corvus frugilegus,direct
Aves,Corvus corone,Corvus corone,direct
Aves,Corvus macrorhynchos,Corvus macrorhynchos,direct
Aves,Corvus pectoralis,Corvus torquatus,iucn_binomial
Aves,Corvus corax,Corvus corax,direct
Aves,Culicicapa ceylonensis,Culicicapa ceylonensis,direct
Aves,Cephalopyrus flammiceps,Cephalopyrus flammiceps,direct
Aves,Sylviparus modestus,Sylviparus modestus,direct
Aves,Periparus rufonuchalis,Parus rufonuchalis,iucn_binomial
Aves,Periparus rubidiventris,Parus rubidiventris,iucn_binomial
Aves,Periparus ater,Parus ater,iucn_binomial
Aves,Pardaliparus venustulus,Parus venustulus,iucn_binomial
Aves,Lophophanes dichrous,Parus dichrous,iucn_binomial
Aves,Poecile palustris,Parus palustris,iucn_binomial
Aves,Cyanistes cyanus,Parus cyanus,iucn_binomial
Aves,Pseudopodoces humilis,Pseudopodoces humilis,direct
Aves,Parus major,Parus major,direct
Aves,Parus monticolus,Parus monticolus,direct
Aves,Machlolophus spilonotus,Parus spilonotus,iucn_binomial
Aves,Machlolophus holsti,Parus holsti,iucn_binomial
Aves,Poecile superciliosus,Parus superciliosus,iucn_binomial
Aves,Poecile davidi,Parus davidi,iucn_binomial
Aves,Remiz coronatus,Remiz coronatus,direct
Aves,Remiz consobrinus,Remiz consobrinus,direct
Aves,Mirafra javanica,Mirafra javanica,direct
Aves,Melanocorypha maxima,Melanocorypha maxima,direct
Aves,Melanocorypha mongolica,Melanocorypha mongolica,direct
Aves,Alauda leucoptera,Melanocorypha leucoptera,iucn_binomial
Aves,Calandrella acutirostris,Calandrella acutirostris,direct
Aves,Alaudala rufescens,Calandrella rufescens,iucn_binomial
Aves,Galerida cristata,Galerida cristata,direct
Aves,Alauda arvensis,Alauda arvensis,direct
Aves,Alauda gulgula,Alauda gulgula,direct
Aves,Eremophila alpestris,Eremophila alpestris,direct
Aves,Panurus biarmicus,Panurus biarmicus,direct
Aves,Cisticola juncidis,Cisticola juncidis,direct
Aves,Cisticola exilis,Cisticola exilis,direct
